state,date,new_confirmed,new_confirmed_per100k,target_7d
Alabama,2020-03-01,0.0,0.0,0.0
Alabama,2020-03-02,0.0,0.0,0.0
Alabama,2020-03-03,0.0,0.0,0.0
Alabama,2020-03-04,0.0,0.0,0.0
Alabama,2020-03-05,0.0,0.0,0.0
Alabama,2020-03-06,0.0,0.0,0.0
Alabama,2020-03-07,0.0,0.0,0.0
Alabama,2020-03-08,0.0,0.0,0.0
Alabama,2020-03-09,0.0,0.0,0.0
Alabama,2020-03-10,0.0,0.0,0.008515069032516143
Alabama,2020-03-11,3.0,0.059605483227613,0.011353425376688184
Alabama,2020-03-12,1.0,0.0198684944092043,0.022706850753376386
Alabama,2020-03-13,4.0,0.0794739776368174,0.042575345162580734
Alabama,2020-03-14,7.0,0.1390794608644305,0.0794739776368174
Alabama,2020-03-15,13.0,0.2582904273196567,0.10218082839019381
Alabama,2020-03-16,8.0,0.1589479552736348,0.14475617355277456
Alabama,2020-03-17,15.0,0.2980274161380654,0.16462466796197894
Alabama,2020-03-18,10.0,0.1986849440920436,0.23842193291045227
Alabama,2020-03-19,27.0,0.5364493490485177,0.30370412882640946
Alabama,2020-03-20,27.0,0.5364493490485177,0.3803397501190549
Alabama,2020-03-21,34.0,0.6755288099129482,0.43143016431415177
Alabama,2020-03-22,31.0,0.6159233266853351,0.5336109927043456
Alabama,2020-03-23,44.0,0.8742137540049918,0.7010740170104965
Alabama,2020-03-24,74.0,1.4702685862811224,1.1665644574547132
Alabama,2020-03-25,174.0,3.4571180272015583,1.3794411832676168
Alabama,2020-03-26,102.0,2.0265864297388445,1.6150247598338971
Alabama,2020-03-27,110.0,2.1855343850124798,1.850608336400177
Alabama,2020-03-28,117.0,2.3246138458769097,1.9868494409204358
Alabama,2020-03-29,79.0,1.5696110583271443,2.205402879421684
Alabama,2020-03-30,121.0,2.4040878235137275,2.1713426032916194
Alabama,2020-03-31,62.0,1.2318466533706702,1.9953645099529518
Alabama,2020-04-01,112.0,2.225271373830888,2.262170006305125
Alabama,2020-04-02,196.0,3.894224904204055,2.6169645493266316
Alabama,2020-04-03,235.0,4.669096186163024,2.6283179747033194
Alabama,2020-04-04,121.0,2.4040878235137275,2.9093152527763526
Alabama,2020-04-05,178.0,3.536592004838376,3.0597481390174712
Alabama,2020-04-06,174.0,3.4571180272015583,3.533753648494204
Alabama,2020-04-07,229.0,4.5498852197077975,4.084394779263582
Alabama,2020-04-08,306.0,6.0797592892165335,4.493118092824356
Alabama,2020-04-09,340.0,6.755288099129482,4.274564654323108
Alabama,2020-04-10,158.0,3.1392221166542886,4.5952989212145505
Alabama,2020-04-11,234.0,4.649227691753819,5.001183878431154
Alabama,2020-04-12,321.0,6.377786705354599,5.083496212412143
Alabama,2020-04-13,203.0,4.033304365068485,4.918871544450164
Alabama,2020-04-14,171.0,3.3975125439739453,4.8053372906832825
Alabama,2020-04-15,266.0,5.28501951284836,4.28875643604397
Alabama,2020-04-16,158.0,3.1392221166542886,4.101424917328614
Alabama,2020-04-17,92.0,1.827901485646801,4.092909848296098
Alabama,2020-04-18,231.0,4.589622208526207,3.721085167209559
Alabama,2020-04-19,190.0,3.775013937748828,3.669994753014462
Alabama,2020-04-20,185.0,3.675671465702806,3.8686796971065056
Alabama,2020-04-21,241.0,4.78830715261825,3.9311235366782915
Alabama,2020-04-22,288.0,5.722126389850856,4.070202997542721
Alabama,2020-04-23,207.0,4.112778342705302,4.356876988304099
Alabama,2020-04-24,193.0,3.834619420976441,4.217797527439668
Alabama,2020-04-25,182.0,3.616065982475193,4.249019447225561
Alabama,2020-04-26,201.0,3.993567376250076,4.138323549802851
Alabama,2020-04-27,146.0,2.900800183743836,4.019112583347624
Alabama,2020-04-28,199.0,3.953830387431667,3.6529646149494295
Alabama,2020-04-29,159.0,3.159090611063493,3.655802971293602
Alabama,2020-04-30,208.0,4.132646837114507,3.826104351943925
Alabama,2020-05-01,253.0,5.026729085528703,4.047496146789345
Alabama,2020-05-02,260.0,5.165808546393134,4.263211228946421
Alabama,2020-05-03,277.0,5.503572951349607,4.4902797364801845
Alabama,2020-05-04,226.0,4.4902797364801845,4.8252057850924865
Alabama,2020-05-05,317.0,6.298312727717781,5.080657856067972
Alabama,2020-05-06,249.0,4.947255107891885,5.472351031563714
Alabama,2020-05-07,346.0,6.874499065584708,5.668197619311586
Alabama,2020-05-08,322.0,6.397655199763802,5.733479815227542
Alabama,2020-05-09,283.0,5.622783917804833,5.690904470064963
Alabama,2020-05-10,262.0,5.205545535211542,5.844175712650253
Alabama,2020-05-11,280.0,5.563178434577221,5.807277080176016
Alabama,2020-05-12,304.0,6.040022300398125,5.827145574585221
Alabama,2020-05-13,256.0,5.086334568756316,5.807277080176016
Alabama,2020-05-14,339.0,6.735419604720277,5.838498999961908
Alabama,2020-05-15,333.0,6.616208638265051,5.983255173514684
Alabama,2020-05-16,334.0,6.636077132674256,6.116657921690771
Alabama,2020-05-17,309.0,6.1393647724441465,6.176263404918383
Alabama,2020-05-18,301.0,5.980416817170512,6.411846981484664
Alabama,2020-05-19,387.0,7.6891073363620865,6.709874397622729
Alabama,2020-05-20,361.0,7.172526481722774,6.894367559993912
Alabama,2020-05-21,404.0,8.02687174131856,6.982356606663246
Alabama,2020-05-22,364.0,7.232131964950386,7.095890860430127
Alabama,2020-05-23,374.0,7.43081690904243,7.206586757852838
Alabama,2020-05-24,348.0,6.9142360544031165,8.148921064117959
Alabama,2020-05-25,633.0,12.57675696102636,8.725107401984884
Alabama,2020-05-26,590.0,11.722411701430572,8.733622471017402
Alabama,2020-05-27,364.0,7.232131964950386,8.96636769123951
Alabama,2020-05-28,486.0,9.656088282873318,9.389282786521147
Alabama,2020-05-29,513.0,10.192537631921835,9.539715672762265
Alabama,2020-05-30,427.0,8.483847112730261,10.00236775686231
Alabama,2020-05-31,511.0,10.152800643103427,9.128154002857316
Alabama,2020-06-01,325.0,6.457260682991416,8.046740235727766
Alabama,2020-06-02,209.0,4.152515331523711,7.638016922166989
Alabama,2020-06-03,220.0,4.371068770024959,7.132789492904365
Alabama,2020-06-04,308.0,6.1194962780349424,7.515967599367592
Alabama,2020-06-05,648.0,12.874784377164424,7.567058013562688
Alabama,2020-06-06,445.0,8.84148001209594,7.314444298931376
Alabama,2020-06-07,422.0,8.38450464068424,7.785611452063937
Alabama,2020-06-08,491.0,9.75543075491934,8.798904666933359
Alabama,2020-06-09,566.0,11.245567835609666,10.516110255157448
Alabama,2020-06-10,825.0,16.391507887593598,11.659967861858787
Alabama,2020-06-11,711.0,14.1264995249443,12.758411767053373
Alabama,2020-06-12,1035.0,20.56389171352651,14.217326927957805
Alabama,2020-06-13,959.0,19.05388613842698,15.341316040249938
Alabama,2020-06-14,818.0,16.252428426729168,14.807705047545591
Alabama,2020-06-15,303.0,6.020153805988921,14.759452989694667
Alabama,2020-06-16,549.0,10.907803430653193,14.992198209916776
Alabama,2020-06-17,907.0,18.020724429148352,15.060318762176903
Alabama,2020-06-18,735.0,14.603343390765202,13.680877578909287
Alabama,2020-06-19,549.0,10.907803430653193,12.258861050479087
Alabama,2020-06-20,458.0,9.099770439415597,11.18312399603788
Alabama,2020-06-21,439.0,8.722269045640713,12.165195291121412
Alabama,2020-06-22,649.0,12.89465287157363,13.780220050955307
Alabama,2020-06-23,1118.0,22.212976749490476,14.012965271177418
Alabama,2020-06-24,989.0,19.64994097070311,14.770806415071354
Alabama,2020-06-25,1002.0,19.908231398022767,16.11618732220891
Alabama,2020-06-26,1023.0,20.325469780616057,15.327124258529079
Alabama,2020-06-27,180.0,3.5763289936567846,18.111551832161858
Alabama,2020-06-28,1420.0,28.213262061070186,19.351913554565044
Alabama,2020-06-29,1086.0,21.577184928395933,18.699091595405473
Alabama,2020-06-30,888.0,17.64322303537347,19.212834093700614
Alabama,2020-07-01,1170.0,23.2461384587691,21.1741383275235
Alabama,2020-07-02,1693.0,33.63736103478298,20.86759584235292
Alabama,2020-07-03,915.0,18.179672384421988,23.084352147151293
Alabama,2020-07-04,961.0,19.093623127245387,21.341601351829656
Alabama,2020-07-05,806.0,16.014006493818712,20.84205063525537
Alabama,2020-07-06,910.0,18.08032991237597,22.340702784978216
Alabama,2020-07-07,1416.0,28.13378808343337,24.131705638150777
Alabama,2020-07-08,1801.0,35.78315843097705,23.714467255557487
Alabama,2020-07-09,1546.0,30.716692356629935,25.755245467017193
Alabama,2020-07-10,1634.0,32.465119864639924,27.20848391523328
Alabama,2020-07-11,1473.0,29.26629226475802,30.5378759069471
Alabama,2020-07-12,1979.0,39.31975043581542,31.89177188311717
Alabama,2020-07-13,1387.0,27.557601745566444,33.8786213240376
Alabama,2020-07-14,2116.0,42.04173416987642,34.188002165552355
Alabama,2020-07-15,1910.0,37.948824321580325,35.28928442709111
Alabama,2020-07-16,1934.0,38.42566818740123,36.396243401318216
Alabama,2020-07-17,2024.0,40.21383268422962,37.974369528677876
Alabama,2020-07-18,2029.0,40.31317515627564,36.762391369716404
Alabama,2020-07-19,1552.0,30.83590332308516,37.091640705640366
Alabama,2020-07-20,1503.0,29.86234709703415,34.95719673482298
Alabama,2020-07-21,1364.0,27.100626374154743,35.19561866773343
Alabama,2020-07-22,1994.0,39.61777785195349,35.641240613768446
Alabama,2020-07-23,2091.0,41.54502180964632,35.88533925936724
Alabama,2020-07-24,2110.0,41.92252320342119,34.08014462447382
Alabama,2020-07-25,1393.0,27.67681271202167,34.67052274406161
Alabama,2020-07-26,1760.0,34.96855016019967,34.11704325694806
Alabama,2020-07-27,1308.0,25.9879906872393,34.338435051793475
Alabama,2020-07-28,1442.0,28.650368938072685,34.22490079802659
Alabama,2020-07-29,1954.0,38.82303807558532,34.000670646837
Alabama,2020-07-30,2012.0,39.97541075131917,32.5587856239976
Alabama,2020-07-31,1602.0,31.82932804354538,34.37533368426771
Alabama,2020-08-01,2033.0,40.39264913391246,32.66948152142031
Alabama,2020-08-02,1159.0,23.027585020267853,31.920155446558887
Alabama,2020-08-03,1044.0,20.74270816320935,30.5378759069471
Alabama,2020-08-04,955.0,18.974412160790163,30.28810054865996
Alabama,2020-08-05,1866.0,37.07461056757533,29.462138852505888
Alabama,2020-08-06,1721.0,34.193678878240696,30.168889582204734
Alabama,2020-08-07,1851.0,36.77658315143727,27.12049486856395
Alabama,2020-08-08,959.0,19.05388613842698,28.406270292473888
Alabama,2020-08-09,1612.0,32.028012987637425,28.06850588751741
Alabama,2020-08-10,925.0,18.37835732851403,28.463037419357327
Alabama,2020-08-11,1094.0,21.73613288366957,25.250018037754565
Alabama,2020-08-12,734.0,14.583474896356,22.513842521972713
Alabama,2020-08-13,757.0,15.0404502677677,20.43900403438294
Alabama,2020-08-14,1120.0,22.252713738308884,20.072856065984748
Alabama,2020-08-15,830.0,16.49085035963962,17.60064769021089
Alabama,2020-08-16,741.0,14.72255435722043,19.019825862296916
Alabama,2020-08-17,1425.0,28.312604533116208,19.669809465112316
Alabama,2020-08-18,1323.0,26.28601810337737,21.22239038537443
Alabama,2020-08-19,1281.0,25.451541338190783,22.028483587119293
Alabama,2020-08-20,1041.0,20.683102679981737,23.036100089300366
Alabama,2020-08-21,1475.0,29.306029253576423,22.37476306110828
Alabama,2020-08-22,597.0,11.861491162295,22.190269898737093
Alabama,2020-08-23,676.0,13.431102220622146,19.73509166102827
Alabama,2020-08-24,560.0,11.126356869154442,22.068220575937694
Alabama,2020-08-25,2145.0,42.61792050774335,23.29722887296419
Alabama,2020-08-26,1714.0,34.054599417376274,23.569711082004712
Alabama,2020-08-27,1137.0,22.590478143265354,24.600034434939168
Alabama,2020-08-28,1838.0,36.518292724117615,26.52727839263199
Alabama,2020-08-29,1276.0,25.35219886614476,26.84801265952343
Alabama,2020-08-30,789.0,15.67624208886224,29.6750155783188
Alabama,2020-08-31,1556.0,30.915377300721985,25.670094776692032
Alabama,2020-09-01,734.0,14.583474896356,23.660538485018215
Alabama,2020-09-02,1006.0,19.987705375659583,23.229108320704068
Alabama,2020-09-03,985.0,19.57046699306629,21.270642443225352
Alabama,2020-09-04,1148.0,22.809031581766604,19.184450530258893
Alabama,2020-09-05,541.0,10.74885547537956,19.14755189778466
Alabama,2020-09-06,776.0,15.41795166154258,16.238236645008303
Alabama,2020-09-07,531.0,10.550170531287511,16.380154462216908
Alabama,2020-09-08,784.0,15.57689961681622,16.522072279425508
Alabama,2020-09-09,1056.0,20.9811300961198,16.78320106308934
Alabama,2020-09-10,1077.0,21.398368478713092,16.27513527748254
Alabama,2020-09-11,969.0,19.252571082519022,17.745403863763663
Alabama,2020-09-12,1059.0,21.040735579347416,17.515496999885727
Alabama,2020-09-13,695.0,13.808603614397027,18.159803890012785
Alabama,2020-09-14,758.0,15.060318762176903,18.889261470464998
Alabama,2020-09-15,1041.0,20.683102679981737,18.05762306162259
Alabama,2020-09-16,763.0,15.159661234222924,17.927058669790675
Alabama,2020-09-17,1031.0,20.484417735889693,18.906291608530033
Alabama,2020-09-18,1314.0,26.107201653694524,18.19954087883119
Alabama,2020-09-19,810.0,16.09348047145553,18.34713540872814
Alabama,2020-09-20,747.0,14.841765323675654,18.68489981368461
Alabama,2020-09-21,877.0,17.42466959687222,17.594970977522543
Alabama,2020-09-22,657.0,13.053600826847262,18.375518972169857
Alabama,2020-09-23,1038.0,20.623497196754126,22.16472469163955
Alabama,2020-09-24,2366.0,47.00885777217752,21.205360247309393
Alabama,2020-09-25,976.0,19.391650543383456,20.96693831439894
Alabama,2020-09-26,726.0,14.424526941082362,20.66039582922836
Alabama,2020-09-27,639.0,12.695967927481584,20.28857114814182
Alabama,2020-09-28,746.0,14.821896829266452,21.926302758729097
Alabama,2020-09-29,1234.0,24.51772210095818,22.352056210354903
Alabama,2020-09-30,1188.0,23.60377135813477,18.34713540872814
Alabama,2020-10-01,955.0,18.974412160790163,20.331146493304402
Alabama,2020-10-02,1675.0,33.2797281354173,20.48157937954552
Alabama,2020-10-03,779.0,15.477557144770191,20.1892286760958
Alabama,2020-10-04,536.0,10.649513003333537,20.226127308570035
Alabama,2020-10-05,759.0,15.08018725658611,19.587497131131325
Alabama,2020-10-06,1009.0,20.0473108588872,17.91854360075816
Alabama,2020-10-07,600.0,11.921096645522612,19.743606730060787
Alabama,2020-10-08,1598.0,31.749854065908565,18.43512445539747
Alabama,2020-10-09,1214.0,24.12035221277409,18.49756829496926
Alabama,2020-10-10,801.0,15.91466402177269,19.008472436920226
Alabama,2020-10-11,716.0,14.22584199699032,19.976351950282897
Alabama,2020-10-12,1100.0,21.855343850124797,19.615880694573043
Alabama,2020-10-13,882.0,17.524012068918243,21.387015053336405
Alabama,2020-10-14,1224.0,24.31903715686613,20.32830813696023
Alabama,2020-10-15,1225.0,24.338905651275336,20.606467058689088
Alabama,2020-10-16,1312.0,26.06746466487612,21.114532844295887
Alabama,2020-10-17,980.0,19.471124521020272,21.537447939577525
Alabama,2020-10-18,865.0,17.18624766396177,21.469327387317396
Alabama,2020-10-19,1076.0,21.37849998430389,22.178916473360406
Alabama,2020-10-20,1132.0,22.49113567121933,22.66427540821383
Alabama,2020-10-21,1395.0,27.71654970084008,30.063870397470367
Alabama,2020-10-22,3832.0,76.1360705760711,32.3856458870031
Alabama,2020-10-23,2130.0,42.31989309160528,33.191739088747966
Alabama,2020-10-24,1264.0,25.11377693323431,33.26837471004061
Alabama,2020-10-25,892.0,17.722697013010286,33.66290624188053
Alabama,2020-10-26,1215.0,24.140220707183296,34.22206244168242
Alabama,2020-10-27,1329.0,26.40522906983259,34.54279670857386
Alabama,2020-10-28,1508.0,29.96168956908017,27.463935986208764
Alabama,2020-10-29,1338.0,26.584045519515428,26.581207163171257
Alabama,2020-10-30,1819.0,36.14079133034273,27.764801758691004
Alabama,2020-10-31,1681.0,33.39893910187252,27.631399010514915
Alabama,2020-11-01,845.0,16.78887777577768,27.685327781054184
Alabama,2020-11-02,1234.0,24.51772210095818,29.05625389528929
Alabama,2020-11-03,1812.0,36.0017118694783,28.814993606034665
Alabama,2020-11-04,1423.0,28.272867544297803,29.561481324551917
Alabama,2020-11-05,1601.0,31.80945954913618,28.948396354210754
Alabama,2020-11-06,1603.0,31.849196537954583,28.113919589024167
Alabama,2020-11-07,1387.0,27.557601745566444,28.971103204964127
Alabama,2020-11-08,1147.0,22.7891630873574,30.74223756372749
Alabama,2020-11-09,1858.0,36.915662612301695,25.709831765510437
Alabama,2020-11-10,39.0,0.77487128195897,27.56044010191062
Alabama,2020-11-11,2075.0,41.22712589909904,28.692944283235267
Alabama,2020-11-12,2000.0,39.73698881840872,32.60136096916018
Alabama,2020-11-13,2980.0,59.20811333942899,34.98274194192053
Alabama,2020-11-14,2226.0,44.2272685548889,37.34425442027168
Alabama,2020-11-15,1979.0,39.31975043581542,36.0726707780826
Alabama,2020-11-16,1410.0,28.014577116978145,40.548758732841925
Alabama,2020-11-17,1616.0,32.10748696527424,42.14675335461079
Alabama,2020-11-18,2638.0,52.41308825148109,43.35021644453973
Alabama,2020-11-19,2424.0,48.161230447911365,41.88278621460279
Alabama,2020-11-20,2463.0,48.93610172987034,42.19216705611753
Alabama,2020-11-21,2335.0,46.39293444549217,41.678424557822396
Alabama,2020-11-22,1798.0,35.72355294774944,42.14391499826661
Alabama,2020-11-23,1574.0,31.27301020008766,45.46195356460374
Alabama,2020-11-24,2785.0,55.33375692963414,44.93685764093191
Alabama,2020-11-25,2453.0,48.73741678577829,45.547104254928904
Alabama,2020-11-26,2639.0,52.4329567458903,41.15900534683891
Alabama,2020-11-27,917.0,18.2194093732404,40.54592037649775
Alabama,2020-11-28,2119.0,42.101339653104034,41.78912045524511
Alabama,2020-11-29,2236.0,44.42595349898095,43.835575379393156
Alabama,2020-11-30,2295.0,45.598194669124005,45.51304397879884
Alabama,2020-12-01,3376.0,67.07603712547392,49.69961958645262
Alabama,2020-12-02,3928.0,78.04344603935472,52.231433445454094
Alabama,2020-12-03,3531.0,70.15565375890058,60.527949039468986
Alabama,2020-12-04,3840.0,76.29501853134474,64.13549995291167
Alabama,2020-12-05,3390.0,67.35419604720278,64.28309448280862
Alabama,2020-12-06,2288.0,45.45911520825957,64.44488079442642
Alabama,2020-12-07,2352.0,46.730698850448654,67.4535385192488
Alabama,2020-12-08,4436.0,88.13664119923054,66.30116584351494
Alabama,2020-12-09,3522.0,69.97683730921776,69.71854688189809
Alabama,2020-12-10,4735.0,94.07732102758264,69.75544551437234
Alabama,2020-12-11,3853.0,76.5533089586644,71.67417440303265
Alabama,2020-12-12,4066.0,80.78529826782491,73.099029287807
Alabama,2020-12-13,2790.0,55.43309940168016,72.84925392951986
Alabama,2020-12-14,2264.0,44.982271342438665,70.58424556687056
Alabama,2020-12-15,3638.0,72.28158266068546,72.24468402821121
Alabama,2020-12-16,4107.0,81.5999065386023,72.13114977444434
Alabama,2020-12-17,4695.0,93.28258125121448,76.37449250898156
Alabama,2020-12-18,5348.0,106.2567081004249,76.81443774232821
Alabama,2020-12-19,4221.0,83.8649149012516,76.12755550703858
Alabama,2020-12-20,2548.0,50.6249237546527,76.45680484296255
Alabama,2020-12-21,2380.0,47.28701669390637,80.26304070049727
Alabama,2020-12-22,4979.0,98.9252336634285,82.11081068055327
Alabama,2020-12-23,4758.0,94.53429639899434,80.79665169320161
Alabama,2020-12-24,4232.0,84.08346833975284,75.90616371219316
Alabama,2020-12-25,3625.0,72.02329223336581,66.85464533062849
Alabama,2020-12-26,1032.0,20.5042862302989,65.78174663253147
Alabama,2020-12-27,2170.0,43.114632867973455,65.46668907832836
Alabama,2020-12-28,2269.0,45.08161381448469,62.423971077375924
Alabama,2020-12-29,3907.0,77.62620765676142,63.156267014172315
Alabama,2020-12-30,5016.0,99.66036795656906,63.65014101805824
Alabama,2020-12-31,4406.0,87.5405863669544,66.15238609822146
Alabama,2021-01-01,4521.0,89.53900779450827,73.7227523218205
Alabama,2021-01-02,3711.0,73.49684979549218,74.56887764501367
Alabama,2021-01-03,2476.0,49.03751013032569,74.24277469018848
Alabama,2021-01-04,2161.0,42.798893130708336,78.70883403350659
Alabama,2021-01-05,5498.0,108.88862305998818,77.46097677224768
Alabama,2021-01-06,4591.0,90.9253671277566,79.2318505475214
Alabama,2021-01-07,5046.0,99.93670279387057,80.74835789980933
Alabama,2021-01-08,5057.0,100.15455926052384,84.00771698532371
Alabama,2021-01-09,4863.0,96.31236339409284,84.78294649003807
Alabama,2021-01-10,2750.0,54.4641166633262,84.61035889957247
Alabama,2021-01-11,2100.0,41.5907799974491,79.94200604271593
Alabama,2021-01-12,3848.0,76.21015306199244,75.85648996677604
Alabama,2021-01-13,3147.0,62.32675459617729,71.7313636241719
Alabama,2021-01-14,3588.0,71.0608183956416,65.75587196739555
Alabama,2021-01-15,2945.0,58.326117663089335,60.91776082483515
Alabama,2021-01-16,3153.0,62.44558539617001,58.560949958313024
Alabama,2021-01-17,1917.0,37.966440597671394,56.665315767953096
Alabama,2021-01-18,1430.0,28.321340664929625,52.89385252056536
Alabama,2021-01-19,2515.0,49.80991033027832,52.79482685390478
Alabama,2021-01-20,3112.0,61.63357492955314,50.79450838736079
Alabama,2021-01-21,2881.0,57.05858912983374,52.50906707296992
Alabama,2021-01-22,3551.0,70.32802846235322,53.08058663483963
Alabama,2021-01-23,3355.0,66.44622232925796,52.54584803487243
Alabama,2021-01-24,1728.0,34.223270397900976,53.7030336824205
Alabama,2021-01-25,1839.0,36.42164019776614,54.79231601568703
Alabama,2021-01-26,2900.0,57.43488666314399,54.976220825199555
Alabama,2021-01-27,3177.0,62.92090859614085,57.146297577447406
Alabama,2021-01-28,3648.0,72.24912639556872,55.15729632995036
Alabama,2021-01-29,2848.0,56.40501972987383,45.66497885434207
Alabama,2021-01-30,0.0,0.0,52.25442964441411
Alabama,2021-01-31,4057.0,80.34942592840524,50.505919301664214
Alabama,2021-02-01,1221.0,24.182067798516837,48.18023078752115
Alabama,2021-02-02,2078.0,41.155067064142486,45.18399704484777
Alabama,2021-02-03,2118.0,41.947272397427234,42.69137954976255
Alabama,2021-02-04,2767.0,54.80080392997223,38.86615951190193
Alabama,2021-02-05,1496.0,29.62847946484945,44.50213459727053
Alabama,2021-02-06,1992.0,39.45182559758029,36.16983207397206
Alabama,2021-02-07,1112.0,22.023308265315904,35.33235786449962
Alabama,2021-02-08,925.0,18.319748332209723,33.18208624558388
Alabama,2021-02-09,1318.0,26.10316573173234,31.15347473142259
Alabama,2021-02-10,1401.0,27.746991798298183,27.57723351259431
Alabama,2021-02-11,1503.0,29.767115398174283,26.44834091266355
Alabama,2021-02-12,1097.0,21.726231265334125,24.17640918899337
Alabama,2021-02-13,1189.0,23.54830353188904,24.071724912809316
Alabama,2021-02-14,1075.0,21.29051833202752,23.36156941761478
Alabama,2021-02-15,674.0,13.34865986584795,22.13082184626169
Alabama,2021-02-16,883.0,17.48793273226074,20.088063808291743
Alabama,2021-02-17,679.0,13.44768553250854,19.225125855963718
Alabama,2021-02-18,1198.0,23.726549731878105,18.51779966553091
Alabama,2021-02-19,847.0,16.77494793230447,17.34363818941245
Alabama,2021-02-20,774.0,15.329173199059811,16.72684975135504
Alabama,2021-02-21,857.0,16.972999265625656,16.735337665640234
Alabama,2021-02-22,677.0,13.408075265844303,18.348041379827034
Alabama,2021-02-23,1453.0,28.776858731568357,19.955086484490373
Alabama,2021-02-24,1247.0,24.697001265151915,19.083660617877154
Alabama,2021-02-25,890.0,17.62656866558557,18.77809570361018
Alabama,2021-02-26,739.0,14.635993532435656,18.94785398931405
Alabama,2021-02-27,834.0,16.51748119898693,18.13301421793546
Alabama,2021-02-28,569.0,11.269120865975497,17.680325456058466
Alabama,2021-03-01,517.0,10.239253932705326,15.414052341911747
Alabama,2021-03-02,652.0,12.91294693254134,19.61839921784436
Alabama,2021-03-03,2733.0,54.127429396680185,19.708936970219757
Alabama,2021-03-04,922.0,18.26033293221337,19.912646913064407
Alabama,2021-03-05,811.0,16.0619631323482,19.035562436927727
Alabama,2021-03-06,524.0,10.377889866030156,18.580044370288995
Alabama,2021-03-07,408.0,8.080494399504397,17.889694008426577
Alabama,2021-03-08,273.0,5.406801399668383,17.52754299892498
Alabama,2021-03-09,524.0,10.377889866030156,12.007569408787345
Alabama,2021-03-10,782.0,15.48761426571676,11.846299037368665
Alabama,2021-03-11,865.0,17.131440332282605,10.819261408860227
Alabama,2021-03-12,448.0,8.87269973278914,11.017312742181415
Alabama,2021-03-13,594.0,11.764249199278458,10.904140551712164
Alabama,2021-03-14,368.0,7.288289066219651,23.022052846207032
Alabama,2021-03-15,4556.0,90.23218746113244,22.9201978747847
Alabama,2021-03-16,488.0,9.664905066073883,22.855123865264886
Alabama,2021-03-17,759.0,15.032096199078032,22.026137570077633
Alabama,2021-03-18,572.0,11.32853626597185,22.260969865301327
Alabama,2021-03-19,531.0,10.516525799354987,22.017649655792443
Alabama,2021-03-20,508.0,10.061007732716256,22.0317961796011
Alabama,2021-03-21,373.0,7.387314732880245,10.04403190414587
Alabama,2021-03-22,319.0,6.317837532945839,8.691624228038341
Alabama,2021-03-23,10.0,0.1980513333211861,9.152800904200534
Alabama,2021-03-24,922.0,18.26033293221337,8.742551713749505
Alabama,2021-03-25,427.0,8.456791932814651,8.490743589955425
Alabama,2021-03-26,442.0,8.75386893279643,8.445474713767725
Alabama,2021-03-27,492.0,9.74412559940236,8.29269225663424
Alabama,2021-03-28,319.0,6.317837532945839,8.035225523316695
Alabama,2021-03-29,228.0,4.515570399723045,9.02831149468436
Alabama,2021-03-30,361.0,7.149653132894821,7.574048847154506
Alabama,2021-03-31,408.0,8.080494399504397,7.718343390002799
Alabama,2021-04-01,478.0,9.4668537327527,7.599512590010087
Alabama,2021-04-02,400.0,7.922053332847447,7.194922009082522
Alabama,2021-04-03,349.0,6.911991532909397,6.841258913866118
Alabama,2021-04-04,194.0,3.842195866431013,6.504571647220102
Alabama,2021-04-05,109.0,2.158759533200929,6.0377363615344475
Alabama,2021-04-06,196.0,3.881806133095249,5.839685028213261
Alabama,2021-04-07,338.0,6.694135066256092,5.800074761549024
Alabama,2021-04-08,464.0,9.18958186610304,5.568071771087063
Alabama,2021-04-09,318.0,6.298032399613721,5.5822182948957195
Alabama,2021-04-10,354.0,7.011017199569992,5.913246952018274
Alabama,2021-04-11,311.0,6.159396466288891,6.091493152007341
Alabama,2021-04-12,172.0,3.406482933124402,9.588513837507142
Alabama,2021-04-13,1432.0,28.360950931593862,9.415926247041538
Alabama,2021-04-14,277.0,5.486021932996858,9.294266142287096
Alabama,2021-04-15,421.0,8.337961132821938,9.588513837507142
Alabama,2021-04-16,422.0,8.357766266154057,10.024226770813751
Alabama,2021-04-17,508.0,10.061007732716256,9.908225275582769
Alabama,2021-04-18,270.0,5.347385999672027,9.735637685117167
Alabama,2021-04-19,111.0,2.198369799865167,9.76676003749621
Alabama,2021-04-20,1443.0,28.578807398247164,10.148716180329926
Alabama,2021-04-21,412.0,8.159714932832872,10.887164723141778
Alabama,2021-04-22,682.0,13.5071009325049,10.904140551712164
Alabama,2021-04-23,428.0,8.476597066146768,10.65799103744155
Alabama,2021-04-24,421.0,8.337961132821938,10.553306761257492
Alabama,2021-04-25,233.0,4.614596066383638,10.853213066001002
Alabama,2021-04-26,217.0,4.2977139330697405,7.7862467042843475
Alabama,2021-04-27,359.0,7.110042866230584,7.684391732862024
Alabama,2021-04-28,376.0,7.446730132876601,6.971406932905753
Alabama,2021-04-29,430.0,8.516207332811005,6.91765014243286
Alabama,2021-04-30,409.0,8.100299532836514,6.821453780533998
Alabama,2021-05-01,387.0,7.664586599529906,6.977065542429216
Alabama,2021-05-02,288.0,5.703878399650162,6.892186399577279
Alabama,2021-05-03,187.0,3.7035599331061815,5.876465990115768
Alabama,2021-05-04,0.0,0.0,6.685647151970898
Alabama,2021-05-05,662.0,13.110998265862523,7.0676032948046155
